Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,N_HOMO,N_LUMO,N_DM,N_EB,N_EA_H,N_EA_nonH,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,N_HOMO_PM6,N_LUMO_PM6,N_DM_PM6,N_EB_PM6,N_EA_H_PM6,N_EA_nonH_PM6
molecule_1125,Train,O=C(C)N1CCN=C1C,dichloromethane,N-SP2,10.03,-0.7,-6.5,-1.3,1.3,2,-0.29028,0.03593,3.5486,-0.72971,0.25198,0.75536,222.1963848,87.47821955,-0.170410451,-0.172248,-0.239363,-0.34978,0.01661,4.0787,-0.613502,0.204711,0.668817
molecule_1126,Train,N1(CC2=CC=CC=C2)CCN=C1C3=CC=CC=C3,dichloromethane,N-SP2,13.11,-0.7,-6.5,-1.3,1.3,2,-0.26462,0.00241,2.2534,-0.55805,0.24912,0.47329,227.4107895,108.0329598,-0.168168842,-0.170025,-0.245452,-0.32849,-0.00511,2.7229,-0.36961,0.165091,0.265843
molecule_1127,Train,CC1=NCCS1,dichloromethane,N-SP2,10.2,-0.7,-6.5,-1.3,1.3,2,-0.27953,0.04605,0.8067,-0.67468,0.24808,0.17204,228.8922313,89.31591374,-0.430435519,-0.138379,-0.218662,-0.32941,0.0002,0.8637,-0.49674,0.191031,0.246899
molecule_1128,Train,CC1=NCCO1,dichloromethane,N-SP2,9.81,-0.7,-6.5,-1.3,1.3,2,-0.30383,0.07221,1.3026,-0.68403,0.24547,0.61875,216.617162,84.43509214,-0.213517522,-0.216141,-0.254659,-0.36078,0.03898,1.3601,-0.503776,0.195295,0.42251
molecule_1129,Test,CC1=NCCC1,dichloromethane,N-SP2,13.12,-0.7,-6.5,-1.3,1.3,2,-0.31334,0.0567,1.9994,-0.67066,0.24174,0.29571,226.1391176,88.47084762,-0.317766734,-0.322894,-0.21908,-0.36877,0.04719,2.6569,-0.506805,0.186585,0.239913
molecule_113,Train,C1CNCCO1,dimethylsulfoxide,N-SP3,16.96,-7.2,4,-4,2.6,0.6,-0.28609,0.0937,1.5837,-0.73909,0.37249,-0.06303,188.0360688,64.18828486,-0.267527471,-0.241193,-0.217347,-0.33612,0.08174,1.6142,-0.452558,0.211223,0.001712
molecule_1130,Train,CC1=NCCCN1,dichloromethane,N-SP3,15.21,-0.7,-6.5,-1.3,1.3,2,-0.26698,0.07875,3.0784,-0.71144,0.40071,0.48798,222.2682892,93.85938518,-0.21451601,-0.216903,-0.268304,-0.33223,0.05326,2.8615,-0.511972,0.245092,0.368471
molecule_1133,Train,C1(C2=CC=CC=C2)=NCCCN1,dichloromethane,N-SP2,14.62,-0.7,-6.5,-1.3,1.3,2,-0.27014,0.00736,2.6412,-0.70732,0.40471,0.48354,237.7877869,123.4077264,-0.196573222,-0.199188,-0.246495,-0.32888,0.00267,2.9721,-0.476786,0.252233,0.302005
molecule_1134,Train,O=C([CH-]C1=CC=CC=C1)OCC,dimethylsulfoxide,C-Anion,27.54,-7.2,4,-4,2.6,0.6,-0.0412,0.18848,2.2374,-0.75338,0.24718,0.78005,233.6280635,97.23201601,-0.194488067,-0.19493,-0.202093,-0.1281,0.16753,2.1274,-0.748004,0.186786,0.738574
molecule_1135,Train,ClC1=CC=CC([CH-]C(OCC)=O)=C1,dimethylsulfoxide,C-Anion,27.57,-7.2,4,-4,2.6,0.6,-0.0526,0.17544,1.1686,-0.74425,0.26676,0.7871,233.4820148,97.16415007,-0.19381929,-0.194263,-0.197386,-0.14394,0.15013,2.0108,-0.739092,0.210572,0.740177
molecule_1136,Train,BrC1=CC=C([CH-]C(OCC)=O)C=C1,dimethylsulfoxide,C-Anion,27.62,-7.2,4,-4,2.6,0.6,-0.05313,0.1703,2.6124,-0.74617,0.25371,0.78655,235.0465032,97.65336213,-0.188857903,-0.189268,-0.19751,-0.14301,0.1309,2.2909,-0.734865,0.190127,0.738157
molecule_1137,Train,O=C([CH-]C1=CC=C(C#N)C=C1)OCC,dimethylsulfoxide,C-Anion,23.64,-7.2,4,-4,2.6,0.6,-0.0686,0.13736,6.5514,-0.72724,0.2525,0.7997,233.870803,97.31327056,-0.179099682,-0.179514,-0.182156,-0.15337,0.12613,6.1555,-0.723421,0.192737,0.738198
molecule_1138,Train,O=C([CH-]C1=CC=C([N+]([O-])=O)C=C1)OCC,dimethylsulfoxide,C-Anion,20,-7.2,4,-4,2.6,0.6,-0.07741,0.09975,6.0622,-0.71534,0.25201,0.80611,234.0750221,97.38999901,-0.172457366,-0.172893,-0.170713,-0.17205,0.09542,7.5884,-0.690428,0.196204,0.881609
molecule_1139,Train,O=C([CH-]C1=CC=NC=C1)OCC,dimethylsulfoxide,C-Anion,23.27,-7.2,4,-4,2.6,0.6,-0.05807,0.18034,4.911,-0.73958,0.24737,0.79227,233.443899,96.89809801,-0.202977891,-0.203492,-0.195007,-0.14604,0.15404,4.8873,-0.7438,0.194173,0.741651
molecule_114,Train,C1CNCCC1,dimethylsulfoxide,N-SP3,17.19,-7.2,4,-4,2.6,0.6,-0.27941,0.09169,0.8229,-0.73599,0.37024,-0.21197,200.8199845,65.81264674,-0.324521771,-0.302984,-0.216264,-0.32359,0.11863,1.6505,-0.425501,0.205469,-0.132129
molecule_1140,Test,F[B-](F)(F)C(N1C)=CC2=C1C=CC=C2,acetonitrile,C-B,9.55,-4.7,-4.7,-3.3,-0.3,4.3,-0.11336,0.1441,6.9799,-0.60083,0.25256,1.30293,228.3562263,89.87327688,-0.173088391,-0.173645,-0.118395,-0.17525,0.12488,8.5962,-0.402714,0.175784,0.433877
molecule_1141,Train,F[B-](F)(F)C1=CC(C=CN2C)=C2C=C1,acetonitrile,C-B,8.77,-4.7,-4.7,-3.3,-0.3,4.3,-0.12432,0.14774,12.6134,-0.60365,0.22427,1.32134,200.0529826,100.7531054,-0.121419522,-0.070905,-0.11612,-0.18243,0.12594,14.0983,-0.386488,0.153496,0.412255
molecule_1142,Test,F[B-](F)(F)C(N1C(OC(C)(C)C)=O)=CC2=C1C=CC=C2,acetonitrile,C-B,6.46,-4.7,-4.7,-3.3,-0.3,4.3,-0.13476,0.13083,5.6326,-0.68387,0.26225,1.31908,205.9718349,90.85869249,-0.148372717,-0.148827,-0.098074,-0.19618,0.11333,7.3459,-0.618673,0.204644,0.750938
molecule_1143,Train,F[B-](F)(F)C(N1C(OC(C)(C)C)=O)=CC2=C1C=CC(OC)=C2,acetonitrile,C-B,7.1,-4.7,-4.7,-3.3,-0.3,4.3,-0.13566,0.12655,7.9063,-0.68712,0.26175,1.3193,212.7604527,97.06589538,-0.157143868,-0.157628,-0.098195,-0.1998,0.10728,9.5846,-0.622244,0.205205,0.749631
molecule_1144,Test,F[B-](F)(F)C1=CN(C(OC(C)(C)C)=O)C2=C1C=CC=C2,acetonitrile,C-B,4.06,-4.7,-4.7,-3.3,-0.3,4.3,-0.13547,0.12854,13.0612,-0.69012,0.24832,1.32071,226.2137849,112.7669846,-0.150236044,-0.122163,-0.11518,-0.202,0.10358,13.7133,-0.599663,0.197286,0.733784
molecule_1145,Train,CC(C)(C)OC(N1C=CC2=C1C=CC=C2)=O,acetonitrile,C-Pi,1.68,-4.7,-4.7,-3.3,-0.3,4.3,-0.26641,0.00718,2.723,-0.66366,0.26193,1.05172,208.5229993,90.25985612,-0.111796112,-0.1074,-0.078823,-0.32443,-0.00883,2.9562,-0.596155,0.198405,0.740765
molecule_1146,Train,F[B-](F)(F)C1=CC=CO1,acetonitrile,C-B,5.99,-4.7,-4.7,-3.3,-0.3,4.3,-0.11979,0.20992,5.1676,-0.60051,0.22545,1.28298,223.4585989,86.55792262,-0.185017391,-0.098572,-0.125411,-0.19064,0.17004,5.5899,-0.381109,0.16092,0.449571
molecule_1147,Train,F[B-](F)(F)C1=COC=C1,acetonitrile,C-B,6.83,-4.7,-4.7,-3.3,-0.3,4.3,-0.12624,0.20584,4.9975,-0.6046,0.22055,1.31707,207.8463993,77.63365528,-0.21462298,-0.181619,-0.025555,-0.20044,0.1599,5.794,-0.387405,0.159464,0.440085
molecule_1148,Train,F[B-](F)(F)C1=C(OC)C=CS1,acetonitrile,C-B,7.32,-4.7,-4.7,-3.3,-0.3,4.3,-0.11222,0.17701,4.5306,-0.60773,0.22364,1.33157,206.1414787,77.09072634,-0.179450331,-0.048048,-0.108599,-0.17418,0.13671,6.012,-0.408339,0.154337,0.47142
molecule_1149,Train,COC1=CSC=C1,acetonitrile,C-Pi,3.06,-4.7,-4.7,-3.3,-0.3,4.3,-0.26974,0.02881,1.0546,-0.55493,0.25417,0.3963,213.2159794,74.93398838,-0.244708604,-0.059752,-0.07834,-0.313,-0.00384,1.7713,-0.489624,0.198262,0.311371
molecule_115,Train,[S-]CC([O-])=O,water,S-Nucleophile,22.62,-17.1,-8.8,5.6,0.1,0.6,0.16166,0.45172,1.5861,-0.88937,0.16536,0.83491,39.90467313,59.85700969,-0.707146325,-0.708416,-0.839188,0.03227,0.38558,3.2279,-1.03883,0.12127,0.751531
molecule_1150,Train,C/N=C/C1=CC=CC=C1,dichloromethane,N-SP2,8.6,-0.7,-6.5,-1.3,1.3,2,-0.29285,-0.01007,1.1183,-0.47597,0.24896,0.1254,245.9771852,129.6422871,-0.283864666,-0.287479,-0.187122,-0.34253,-0.00526,1.7014,-0.354206,0.171782,-0.002036
molecule_1151,Train,C1(/C=N/CC2=CC=CC=C2)=CC=CC=C1,dichloromethane,N-SP2,7.9,-0.7,-6.5,-1.3,1.3,2,-0.29199,-0.01649,1.4064,-0.48988,0.24747,0.14276,239.1260171,131.3110496,-0.091711158,-0.035011,-0.174703,-0.34232,-0.0051,1.6272,-0.295379,0.170556,-0.000911
molecule_1152,Train,C/C(C)=N/C1=CC=CC=C1,dichloromethane,N-SP2,9.53,-0.7,-6.5,-1.3,1.3,2,-0.26857,0.02002,2.1718,-0.70645,0.24451,0.34102,233.4129312,98.52364503,-0.1324542,-0.134959,-0.190103,-0.32199,0.0157,2.9214,-0.583902,0.19008,0.349759
molecule_1153,Train,C/C(C)=N/CC1=CC=CC=C1,dichloromethane,N-SP2,11.13,-0.7,-6.5,-1.3,1.3,2,-0.29551,0.02665,1.8926,-0.7148,0.25298,0.3281,189.6531504,96.32870464,-0.195785837,-0.198913,-0.211796,-0.34576,0.01069,2.2991,-0.576085,0.188656,0.319345
molecule_1154,Train,C1(/CCCCC1)=N\C2=CC=CC=C2,dichloromethane,N-SP2,8.8,-0.7,-6.5,-1.3,1.3,2,-0.26625,0.01986,2.3417,-0.50728,0.25141,0.34885,233.3721189,98.33169962,-0.134712351,-0.137221,-0.187623,-0.32016,0.016,3.002,-0.40801,0.168053,0.289819
molecule_116,Train,CC(OC([CH-]1)=O)(C)OC1=O,dimethylsulfoxide,C-Anion,13.91,-7.2,4,-4,2.6,0.6,-0.08051,0.22041,5.7237,-0.70194,0.24203,0.7954,53.4246858,80.1370287,-0.258834063,-0.259554,-0.217151,-0.18834,0.18305,6.0736,-0.892312,0.216205,0.790373
molecule_1164,Train,[O-]/C(C1=[N+](C2=C(C)C=C(C)C=C2C)C=CN1C3=C(C)C=C(C)C=C3C)=C(C4=CC=CC=C4)/C,dimethylsulfoxide,C-Anion,14.4,-7.2,4,-4,2.6,0.6,-0.18861,-0.00189,8.5324,-0.75678,0.27673,0.53126,234.2661989,130.5142063,-0.152795294,-0.132908,-0.083056,-0.2535,-0.00829,9.15,-0.669165,0.243217,0.50165
molecule_117,Test,CC(CC([CH-]1)=O)(C)CC1=O,dimethylsulfoxide,C-Anion,16.27,-7.2,4,-4,2.6,0.6,-0.06717,0.20348,6.9663,-0.71523,0.24162,0.50624,223.1906963,76.54685987,-0.230105451,-0.231072,-0.195455,-0.15835,0.19757,8.9102,-0.83504,0.198968,0.67464
molecule_1170,Train,[H]/C([H])=N\N(C)C,dichloromethane,N-SP3,19.31,-0.7,-6.5,-1.3,1.3,2,-0.26222,0.06385,1.9662,-0.43555,0.23146,-0.20887,200.3185717,81.58215644,-0.205887101,-0.199771,-0.060949,-0.32065,0.03711,2.5203,-0.381505,0.17827,-0.106277
molecule_1171,Train,[H]/C([H])=N/N1CCCC1,dichloromethane,C-Pi,7.84,-0.7,-6.5,-1.3,1.3,2,-0.25183,0.06604,2.3254,-0.44571,0.23383,-0.19523,182.0999675,124.9971634,-0.207785066,-0.017456,-0.057128,-0.32202,0.03817,2.6527,-0.313889,0.178383,-0.105213
molecule_1173,Train,O=C([CH-][N+]1=CC=CC=C1)OCC,dimethylsulfoxide,C-Anion,26.71,-7.2,4,-4,2.6,0.6,-0.22541,-0.02517,3.3402,-0.6986,0.27585,0.78337,231.4128652,96.84434356,-0.199708555,-0.198092,-0.090741,-0.30979,-0.02661,3.2532,-0.641528,0.24048,0.707
molecule_1174,Train,O=C([CH-][N+]1=CC=CC=C1)N(CC)CC,dimethylsulfoxide,C-Anion,27.45,-7.2,4,-4,2.6,0.6,-0.21647,-0.01907,3.5709,-0.7273,0.28158,0.66426,229.5605008,98.35587276,-0.18289434,-0.181936,-0.091054,-0.29628,-0.01608,3.5339,-0.653575,0.250157,0.680512
molecule_1175,Train,N#C[CH-][N+]1=CC=CC=C1,dimethylsulfoxide,C-Anion,25.94,-7.2,4,-4,2.6,0.6,-0.22933,-0.03199,6.0172,-0.37031,0.25037,0.22514,218.356228,90.59210414,-0.189591563,-0.188469,-0.070643,-0.3098,-0.02987,5.9693,-0.501011,0.217017,0.403433
molecule_1176,Train,O=C(C)[CH-][N+]1=CC=CC=C1,dimethylsulfoxide,C-Anion,20.24,-7.2,4,-4,2.6,0.6,-0.22842,-0.03111,4.738,-0.6954,0.28313,0.47444,207.2495799,96.92563683,-0.197061736,-0.196033,-0.092081,-0.30639,-0.02437,4.1239,-0.666071,0.248078,0.651784
molecule_1177,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=CC=C2,dimethylsulfoxide,C-Anion,19.46,-7.2,4,-4,2.6,0.6,-0.23144,-0.03927,4.9615,-0.67748,0.28357,0.46727,247.1909076,96.52322771,-0.188957068,-0.187971,-0.084756,-0.30838,-0.02893,4.3257,-0.654341,0.247548,0.594976
molecule_1178,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=C(N(C)C)C=C2,dimethylsulfoxide,C-Anion,21.61,-7.2,4,-4,2.6,0.6,-0.20516,-0.01513,9.2754,-0.71604,0.29012,0.44704,234.1297855,102.9999454,-0.188988802,-0.188028,-0.107038,-0.28501,-0.02272,7.1749,-0.67428,0.247771,0.590714
molecule_1179,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=CC(Cl)=C2,dimethylsulfoxide,C-Anion,17.98,-7.2,4,-4,2.6,0.6,-0.23928,-0.04819,3.1162,-0.66974,0.28552,0.47208,220.9112114,102.9711029,-0.184647121,-0.183644,-0.078031,-0.31724,-0.03826,2.2538,-0.635967,0.250836,0.595189
molecule_118,Train,CC([CH-]C(C)=O)=O,dimethylsulfoxide,C-Anion,17.64,-7.2,4,-4,2.6,0.6,-0.05817,0.21489,4.4851,-0.702,0.20513,0.51086,219.3757412,92.43489005,-0.246237821,-0.247556,-0.216455,-0.15165,0.21396,6.1433,-0.860254,0.168898,0.702792
molecule_1180,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=C(C=CC=C3)C3=CC=C2,dimethylsulfoxide,C-Anion,19.38,-7.2,4,-4,2.6,0.6,-0.22718,-0.05773,5.4184,-0.67203,0.28149,0.46845,226.4112399,109.9198095,-0.17502707,-0.17411,-0.081357,-0.30242,-0.04341,5.06,-0.644124,0.249283,0.589948
molecule_1181,Test,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=C(C=CC=C3)C3=C2,dimethylsulfoxide,C-Anion,20.08,-7.2,4,-4,2.6,0.6,-0.22725,-0.04821,5.1938,-0.6793,0.28221,0.46467,247.8386992,97.52316375,-0.181676987,-0.180711,-0.084399,-0.30251,-0.04209,4.9131,-0.65316,0.252363,0.59198
molecule_1182,Train,C=C([Si](C)(C)C)C,dichloromethane,C-Pi,-1.46,-0.7,-6.5,-1.3,1.3,2,-0.307,0.04531,0.3196,-1.17505,0.24815,1.77214,120.4883831,93.62073254,-0.237209361,-0.240316,-0.096311,-0.34878,0.03582,0.8811,-0.668067,0.178074,0.542334
molecule_1183,Train,C=C([Si](C)([Si](C)(C)C)C)C,dichloromethane,C-Pi,-0.26,-0.7,-6.5,-1.3,1.3,2,-0.29261,0.0416,0.2307,-1.14983,0.24611,1.27314,235.4501118,105.4723881,-0.123108618,-0.034291,-0.09526,-0.28453,0.02176,0.9011,-0.709088,0.178681,0.541673
molecule_1184,Train,C=C([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)C,dichloromethane,C-Pi,-0.31,-0.7,-6.5,-1.3,1.3,2,-0.27002,0.03711,0.2667,-1.15609,0.2482,1.3519,209.5350275,129.019517,-0.09324362,-0.094634,-0.100383,-0.2642,0.01086,2.4762,-0.705506,0.178909,0.492503
molecule_1185,Train,C=C([Si](C)(C)C)C1=CC=CC=C1,dichloromethane,C-Pi,-1.13,-0.7,-6.5,-1.3,1.3,2,-0.28171,0.00278,0.3183,-1.17195,0.25146,1.77085,128.5479731,100.8691301,-0.132316082,-0.133791,-0.081135,-0.32708,0.02118,1.2286,-0.664731,0.182729,0.559112
molecule_1186,Train,C=C([Si](C)([Si](C)(C)C)C)C1=CC=CC=C1,dichloromethane,C-Pi,0.61,-0.7,-6.5,-1.3,1.3,2,-0.27753,0.00195,0.2849,-1.15172,0.25002,1.28258,190.8418265,99.85691516,-0.095696945,-0.097048,-0.080295,-0.28471,0.01202,1.2996,-0.707709,0.185089,0.543999
molecule_1187,Test,C[Si](/C=C/C1=CC=CC=C1)(C)C,dichloromethane,C-Pi,-0.43,-0.7,-6.5,-1.3,1.3,2,-0.27601,-0.01126,0.0511,-1.17767,0.24898,1.76073,222.3475608,96.63473675,-0.13547016,-0.070935,-0.036143,-0.33071,0.00532,0.7823,-0.666678,0.177789,0.556836
molecule_1188,Train,C=C(C1=CC=CC=C1)C[Si](C)(C)C,dichloromethane,C-Pi,5.38,-0.7,-6.5,-1.3,1.3,2,-0.27742,0.00366,0.4163,-1.17323,0.26013,1.78238,231.3091507,94.53773549,-0.162816518,-0.165208,-0.100139,-0.32605,0.01496,1.7066,-0.66033,0.182649,0.571604
molecule_1189,Train,C=C([Si](C)(C)C)C1=CC=C(C)C=C1,dichloromethane,C-Pi,-0.65,-0.7,-6.5,-1.3,1.3,2,-0.27291,0.00473,0.325,-1.17165,0.2513,1.77039,127.2309617,98.91589404,-0.116848802,-0.118107,-0.083036,-0.31678,0.02268,0.5806,-0.664565,0.182678,0.554642
molecule_119,Train,CC([CH-]C(OCC)=O)=O,dimethylsulfoxide,C-Anion,18.82,-7.2,4,-4,2.6,0.6,-0.06262,0.21753,6.1271,-0.70316,0.2074,0.80587,160.1048392,91.59270549,-0.257743472,-0.25844,-0.219131,-0.16267,0.20522,5.7947,-0.844002,0.196074,0.775827
molecule_1190,Train,CCC#CN(CC1=CC=CC=C1)S(C2=CC=C(C)C=C2)(=O)=O,dichloromethane,C-Pi,5.16,-0.7,-6.5,-1.3,1.3,2,-0.27557,-0.01289,4.6034,-0.95046,0.26439,2.32393,210.8999011,103.7670968,-0.172224124,-0.171724,-0.066783,-0.32471,-0.01777,5.339,-0.934926,0.1797,2.4844
molecule_1191,Train,CC(C=C1)=CC=C1S(N(CC2=CC=CC=C2)C#CC3=CC=CC=C3OC)(=O)=O,dichloromethane,C-Pi,4.4,-0.7,-6.5,-1.3,1.3,2,-0.25299,-0.0109,5.2077,-0.94257,0.27207,2.33054,227.3271494,115.5204748,-0.098488243,-0.097133,-0.062763,-0.30549,-0.01826,5.8981,-0.922669,0.18104,2.491774
molecule_1192,Train,CC(C=C1)=CC=C1S(N(CC2=CC=CC=C2)C#CC3=CC=CC=C3)(=O)=O,dichloromethane,C-Pi,3.85,-0.7,-6.5,-1.3,1.3,2,-0.26817,-0.01574,4.3371,-0.94451,0.2675,2.32084,238.4476544,115.4487284,-0.125313124,-0.124893,-0.067188,-0.31476,-0.02212,5.2837,-0.930007,0.180134,2.493328
molecule_1193,Test,O=C1N(C#CC2=CC=CC=C2)CCC1,dichloromethane,C-Pi,3.12,-0.7,-6.5,-1.3,1.3,2,-0.25902,0.00012,3.8432,-0.58617,0.25523,0.765,185.5212489,116.2055373,-0.114017512,-0.113931,-0.067047,-0.31331,-0.00363,4.6589,-0.482602,0.184594,0.61127
molecule_1199,Train,FC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H](CCC3)N3C4=CC=NC=C4,dichloromethane,N-SP2,14.57,-0.7,-6.5,-1.3,1.3,2,-0.25871,0.00763,4.0795,-0.52948,0.24648,0.40738,125.6451483,68.99846139,-0.144140206,-0.09835,-0.225179,-0.3143,-0.00248,4.3509,-0.447993,0.180387,0.355997
molecule_120,Train,N#C[CH-]C#N,dimethylsulfoxide,C-Anion,19.36,-7.2,4,-4,2.6,0.6,-0.05083,0.24795,1.9685,-0.75904,0.22857,0.30428,207.6193797,69.21906412,-0.274351145,-0.275931,-0.219967,-0.14115,0.22844,2.148,-0.749463,0.191491,0.308778
molecule_1209,Train,O=C1[C-](CC2=CC=C(N(C)C)C=C2)C(OC(C)(C)O1)=O,acetonitrile,C-Anion,7.15,-4.7,-4.7,-3.3,-0.3,4.3,-0.08392,0.14435,9.6217,-0.71201,0.24669,0.81284,201.7804747,90.95394688,-0.199327083,-0.199372,-0.145958,-0.18577,0.11845,9.3999,-0.710831,0.190931,0.765269
molecule_121,Train,[H][C-](C(OCC)=O)C#N,dimethylsulfoxide,C-Anion,19.62,-7.2,4,-4,2.6,0.6,-0.05999,0.21552,8.9641,-0.73823,0.22244,0.78717,61.07958789,91.61938184,-0.267937248,-0.2687,-0.217957,-0.15792,0.21098,9.6008,-0.766663,0.203917,0.753066
molecule_1211,Train,O=C1[C-](CC2=CC=C(OC)C=C2)C(OC(C)(C)O1)=O,acetonitrile,C-Anion,6.21,-4.7,-4.7,-3.3,-0.3,4.3,-0.0869,0.13959,7.3392,-0.71241,0.24713,0.81284,202.3286078,92.0760717,-0.202207397,-0.202046,-0.145978,-0.18501,0.11447,8.3294,-0.712965,0.191142,0.765752
molecule_1212,Train,O=C1[C-](CC2=CC=CC=C2)C(OC(C)(C)O1)=O,acetonitrile,C-Anion,5.51,-4.7,-4.7,-3.3,-0.3,4.3,-0.08756,0.14451,4.3996,-0.70844,0.24642,0.81273,234.7213505,87.71022886,-0.202938276,-0.203057,-0.145649,-0.18471,0.12266,5.2235,-0.709751,0.191635,0.765304
molecule_1214,Train,O=C1[C-](CC2=CC=C(C#N)C=C2)C(OC(C)(C)O1)=O,dimethylsulfoxide,C-Anion,13.79,-7.2,4,-4,2.6,0.6,-0.10215,0.09238,1.4615,-0.70798,0.2541,0.81456,234.777631,88.20497175,-0.202554603,-0.202497,-0.144589,-0.19753,0.07935,2.3546,-0.714707,0.197437,0.764532
molecule_1215,Train,O=C1[C-](CC2=CC=C([N+]([O-])=O)C=C2)C(OC(C)(C)O1)=O,dimethylsulfoxide,C-Anion,12.02,-7.2,4,-4,2.6,0.6,-0.10426,0.05554,2.321,-0.70734,0.25613,0.81512,233.4313432,87.65774176,-0.202137045,-0.202012,-0.143607,-0.20419,0.04699,2.1341,-0.716853,0.207694,0.847052
molecule_122,Train,[H][C-](C(OCC)=O)C(OCC)=O,dimethylsulfoxide,C-Anion,20.22,-7.2,4,-4,2.6,0.6,-0.06751,0.21709,3.5986,-0.7111,0.21512,0.79919,153.2394555,92.11120368,-0.269663846,-0.269747,-0.222116,-0.17152,0.19856,4.5395,-0.817909,0.219495,0.769711
molecule_1225,Train,CC1=CC([H])([H])C(C)=CC1,dichloromethane,H-Donor,1.88,-0.7,-6.5,-1.3,1.3,2,-0.27579,0.06269,0.0003,-0.64296,0.23636,-0.02396,183.8873917,65.21170374,-0.097178762,-0.063268,0.038412,-0.32237,0.05783,0.0003,-0.504774,0.162035,0.099019
molecule_1226,Train,CC1=CC(C)([H])C=C(C)C1,dichloromethane,H-Donor,4.95,-0.7,-6.5,-1.3,1.3,2,-0.27731,0.06143,0.4517,-0.64251,0.24298,-0.01809,165.2054635,51.63606135,-0.088906024,-0.062457,0.035981,-0.32502,0.05829,1.1452,-0.506725,0.16241,0.113732
molecule_1227,Train,CC1=C(C)C([H])([H])C(C)=C(C)C1,dichloromethane,H-Donor,4.27,-0.7,-6.5,-1.3,1.3,2,-0.26685,0.06792,0.0002,-0.64523,0.23231,-0.02463,149.1215772,65.4882948,-0.077564085,-0.056307,0.034617,-0.31031,0.06338,0.0001,-0.478582,0.15599,0.006725
molecule_1228,Train,[H]C(C1=CC=C(OC)C=C1)([H])C2=CC=C(OC)C=C2,dichloromethane,H-Donor,-2.11,-0.7,-6.5,-1.3,1.3,2,-0.26026,0.02106,0.808,-0.56056,0.24049,0.33719,184.1635616,70.37951817,-0.059510661,-0.027621,0.040387,-0.31278,0.01098,1.1016,-0.377373,0.17616,0.31319
molecule_1229,Train,N1(/C=C/C2=CC=CC=C2)CCCC1,dichloromethane,C-Pi,12.26,-0.7,-6.5,-1.3,1.3,2,-0.22012,0.01945,3.5385,-0.52012,0.23562,0.07106,237.1998033,98.67637483,-0.128177501,-0.128745,-0.110553,-0.29668,0.01193,2.924,-0.371659,0.16644,0.132405
molecule_123,Train,C=C1CC1,dichloromethane,C-Pi,-0.47,-0.7,-6.5,-1.3,1.3,2,-0.31513,0.04371,0.3566,-0.44798,0.2317,-0.0501,206.2454778,70.70669138,-0.281735123,-0.285507,-0.102719,-0.3784,0.04342,0.3241,-0.385774,0.167494,0.08299
molecule_1230,Train,N1(/C=C/C2=CC=CC=C2)CCCC1C(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,dichloromethane,C-Pi,10.19,-0.7,-6.5,-1.3,1.3,2,-0.2218,0.00302,3.0329,-0.52755,0.25471,0.05287,236.8207362,104.1086551,-0.12305837,-0.123916,-0.101865,-0.2844,-0.00026,3.472,-0.426505,0.171278,0.158636
molecule_1231,Train,N1(/C=C/C2=CC=CC=C2)CCCC1[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,dichloromethane,C-Pi,11.77,-0.7,-6.5,-1.3,1.3,2,-0.21561,-0.003,3.3108,-0.54652,0.24335,1.83944,233.0943786,92.16611724,-0.121290812,-0.12207,-0.106828,-0.28169,-0.0063,3.5726,-0.407754,0.164595,0.52007
molecule_1232,Train,O=C(C1=CC=CC=C1)[CH-]C2=CC=CC=C2,dimethylsulfoxide,C-Anion,23.15,-7.2,4,-4,2.6,0.6,-0.05465,0.13157,3.9569,-0.75131,0.25735,0.45414,166.8610498,96.26440038,-0.175809069,-0.176658,-0.17817,-0.1316,0.12353,5.1032,-0.733907,0.189542,0.587648
molecule_1233,Train,O=C(C1=CC=CC=C1)[CH-]C(N(CC)CC)=O,dimethylsulfoxide,C-Anion,19.28,-7.2,4,-4,2.6,0.6,-0.07488,0.13554,7.1541,-0.70892,0.24697,0.70491,218.173567,107.2767941,-0.235301918,-0.236695,-0.203395,-0.16216,0.12533,8.3672,-0.857926,0.18907,0.764641
molecule_1234,Train,O=C(C1=CC=CC=C1)[CH-]C(OCC)=O,dimethylsulfoxide,C-Anion,17.52,-7.2,4,-4,2.6,0.6,-0.07797,0.13372,5.6827,-0.69582,0.25007,0.814,146.8523824,92.5971951,-0.246489537,-0.247055,-0.204921,-0.17267,0.11696,7.166,-0.812679,0.196581,0.771114
