Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,NS_HOMO,NS_LUMO,NS_DM,NS_EB,NS_EA_H,NS_EA_nonH,NS_DeltaG,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,NS_HOMO_PM6,NS_LUMO_PM6,NS_DM_PM6,NS_EB_PM6,NS_EA_H_PM6,NS_EA_nonH_PM6,NS_DeltaG_PM6
molecule_1124,Train,C1(C2=CC=CC=C2)=NCCN1,dichloromethane,N-SP2,12.31,-0.7,-6.5,-1.3,1.3,2,-0.27731,-0.00594,3.193,-0.71365,0.4132,0.47617,-0.007223,241.7901405,112.5193646,-0.184662559,-0.186953,-0.246167,-0.34665,-0.01482,3.3754,-0.465953,0.267099,0.298153,-0.009741
molecule_1125,Train,O=C(C)N1CCN=C1C,dichloromethane,N-SP2,10.03,-0.7,-6.5,-1.3,1.3,2,-0.29138,0.03242,4.4808,-0.73217,0.25071,0.76464,-0.008411,222.1963848,87.47821955,-0.170410451,-0.172248,-0.239363,-0.35713,0.00602,5.0975,-0.621092,0.208218,0.690934,-0.012738
molecule_1126,Train,N1(CC2=CC=CC=C2)CCN=C1C3=CC=CC=C3,dichloromethane,N-SP2,13.11,-0.7,-6.5,-1.3,1.3,2,-0.26988,-0.00166,3.1192,-0.5756,0.248,0.48067,-0.007389,227.4107895,108.0329598,-0.168168842,-0.170025,-0.245452,-0.33933,-0.01401,3.6427,-0.445228,0.164458,0.297651,-0.010571
molecule_1127,Train,CC1=NCCS1,dichloromethane,N-SP2,10.2,-0.7,-6.5,-1.3,1.3,2,-0.2834,0.04256,1.0502,-0.67829,0.25564,0.1764,-0.004462,228.8922313,89.31591374,-0.430435519,-0.138379,-0.218662,-0.34081,-0.00863,1.0136,-0.511839,0.197692,0.266448,-0.007173
molecule_1128,Train,CC1=NCCO1,dichloromethane,N-SP2,9.81,-0.7,-6.5,-1.3,1.3,2,-0.30703,0.06893,1.6347,-0.68854,0.24481,0.62643,-0.005238,216.617162,84.43509214,-0.213517522,-0.216141,-0.254659,-0.3706,0.02772,1.7074,-0.521811,0.202718,0.450131,-0.011396
molecule_1129,Test,CC1=NCCC1,dichloromethane,N-SP2,13.12,-0.7,-6.5,-1.3,1.3,2,-0.31995,0.05368,2.5505,-0.67454,0.23998,0.30691,-0.004054,226.1391176,88.47084762,-0.317766734,-0.322894,-0.21908,-0.38163,0.03578,3.3531,-0.525834,0.185923,0.279578,-0.006904
molecule_113,Train,C1CNCCO1,dimethylsulfoxide,N-SP3,16.96,-7.2,4,-4,2.6,0.6,-0.28934,0.09906,1.9423,-0.75245,0.38395,-0.06664,-0.005434,188.0360688,64.18828486,-0.267527471,-0.241193,-0.217347,-0.34655,0.0704,1.971,-0.49097,0.228329,0.001073,-0.008485
molecule_1130,Train,CC1=NCCCN1,dichloromethane,N-SP3,15.21,-0.7,-6.5,-1.3,1.3,2,-0.27045,0.07733,4.0155,-0.70422,0.41473,0.49264,-0.005368,222.2682892,93.85938518,-0.21451601,-0.216903,-0.268304,-0.34212,0.04082,3.7324,-0.528904,0.263748,0.39487,-0.009515
molecule_1133,Train,C1(C2=CC=CC=C2)=NCCCN1,dichloromethane,N-SP2,14.62,-0.7,-6.5,-1.3,1.3,2,-0.27348,0.00163,3.6334,-0.70016,0.41807,0.48477,-0.007461,237.7877869,123.4077264,-0.196573222,-0.199188,-0.246495,-0.34,-0.00604,3.7551,-0.484734,0.269394,0.321433,-0.01062
molecule_1134,Train,O=C([CH-]C1=CC=CC=C1)OCC,dimethylsulfoxide,C-Anion,27.54,-7.2,4,-4,2.6,0.6,-0.18535,0.04954,2.076,-0.78757,0.23973,0.77254,-0.081493,233.6280635,97.23201601,-0.194488067,-0.19493,-0.202093,-0.28092,0.02331,1.8368,-0.781621,0.189637,0.73216,-0.09046
molecule_1135,Train,ClC1=CC=CC([CH-]C(OCC)=O)=C1,dimethylsulfoxide,C-Anion,27.57,-7.2,4,-4,2.6,0.6,-0.1913,0.04096,1.5237,-0.77953,0.25756,0.78096,-0.077686,233.4820148,97.16415007,-0.19381929,-0.194263,-0.197386,-0.28908,0.01041,2.3898,-0.776905,0.197237,0.739631,-0.08719
molecule_1136,Train,BrC1=CC=C([CH-]C(OCC)=O)C=C1,dimethylsulfoxide,C-Anion,27.62,-7.2,4,-4,2.6,0.6,-0.18887,0.03862,3.34,-0.77975,0.24746,0.77973,-0.076361,235.0465032,97.65336213,-0.188857903,-0.189268,-0.19751,-0.28613,0.005,3.5699,-0.772511,0.194206,0.736721,-0.083337
molecule_1137,Train,O=C([CH-]C1=CC=C(C#N)C=C1)OCC,dimethylsulfoxide,C-Anion,23.64,-7.2,4,-4,2.6,0.6,-0.19769,0.00981,7.2502,-0.75628,0.24848,0.79876,-0.073711,233.870803,97.31327056,-0.179099682,-0.179514,-0.182156,-0.29022,-0.00477,5.8137,-0.765429,0.19749,0.740571,-0.083505
molecule_1138,Train,O=C([CH-]C1=CC=C([N+]([O-])=O)C=C1)OCC,dimethylsulfoxide,C-Anion,20,-7.2,4,-4,2.6,0.6,-0.20437,-0.02838,7.7903,-0.73872,0.25169,0.81075,-0.072933,234.0750221,97.38999901,-0.172457366,-0.172893,-0.170713,-0.30336,-0.03738,9.6647,-0.704712,0.204913,0.891904,-0.082915
molecule_1139,Train,O=C([CH-]C1=CC=NC=C1)OCC,dimethylsulfoxide,C-Anion,23.27,-7.2,4,-4,2.6,0.6,-0.19979,0.03974,5.8744,-0.76689,0.24396,0.79246,-0.079705,233.443899,96.89809801,-0.202977891,-0.203492,-0.195007,-0.2961,0.0118,5.3932,-0.776884,0.196396,0.741256,-0.088858
molecule_114,Train,C1CNCCC1,dimethylsulfoxide,N-SP3,17.19,-7.2,4,-4,2.6,0.6,-0.28443,0.09377,1.1562,-0.75122,0.37976,-0.21345,-0.00283,200.8199845,65.81264674,-0.324521771,-0.302984,-0.216264,-0.33789,0.11297,2.0778,-0.45883,0.219364,-0.1357,-0.005983
molecule_1140,Test,F[B-](F)(F)C(N1C)=CC2=C1C=CC=C2,acetonitrile,C-B,9.55,-4.7,-4.7,-3.3,-0.3,4.3,-0.2395,0.02442,9.8623,-0.60527,0.23806,1.29256,-0.082868,228.3562263,89.87327688,-0.173088391,-0.173645,-0.118395,-0.30482,0.00367,11.9016,-0.391528,0.170155,0.398576,-0.089995
molecule_1141,Train,F[B-](F)(F)C1=CC(C=CN2C)=C2C=C1,acetonitrile,C-B,8.77,-4.7,-4.7,-3.3,-0.3,4.3,-0.2444,0.0268,16.6829,-0.61198,0.23929,1.31035,-0.092662,200.0529826,100.7531054,-0.121419522,-0.070905,-0.11612,-0.30716,0.00246,18.3629,-0.401947,0.173288,0.363299,-0.100967
molecule_1142,Test,F[B-](F)(F)C(N1C(OC(C)(C)C)=O)=CC2=C1C=CC=C2,acetonitrile,C-B,6.46,-4.7,-4.7,-3.3,-0.3,4.3,-0.25492,0.01499,7.9984,-0.68617,0.25545,1.30821,-0.078777,205.9718349,90.85869249,-0.148372717,-0.148827,-0.098074,-0.32335,-0.00852,10.7649,-0.615163,0.189194,0.766361,-0.089535
molecule_1143,Train,F[B-](F)(F)C(N1C(OC(C)(C)C)=O)=CC2=C1C=CC(OC)=C2,acetonitrile,C-B,7.1,-4.7,-4.7,-3.3,-0.3,4.3,-0.25321,0.01223,11.0451,-0.68808,0.25686,1.30827,-0.079941,212.7604527,97.06589538,-0.157143868,-0.157628,-0.098195,-0.31847,-0.01463,14.7369,-0.603767,0.191336,0.771762,-0.092209
molecule_1144,Test,F[B-](F)(F)C1=CN(C(OC(C)(C)C)=O)C2=C1C=CC=C2,acetonitrile,C-B,4.06,-4.7,-4.7,-3.3,-0.3,4.3,-0.25777,0.01316,16.5021,-0.68364,0.25615,1.30845,-0.087514,226.2137849,112.7669846,-0.150236044,-0.122163,-0.11518,-0.32628,-0.01347,17.7134,-0.599443,0.190284,0.757698,-0.095483
molecule_1145,Train,CC(C)(C)OC(N1C=CC2=C1C=CC=C2)=O,acetonitrile,C-Pi,1.68,-4.7,-4.7,-3.3,-0.3,4.3,-0.27478,-0.00075,3.6253,-0.67023,0.26102,1.05966,-0.00698,208.5229993,90.25985612,-0.111796112,-0.1074,-0.078823,-0.33725,-0.02112,3.8865,-0.599361,0.190738,0.75857,-0.009127
molecule_1146,Train,F[B-](F)(F)C1=CC=CO1,acetonitrile,C-B,5.99,-4.7,-4.7,-3.3,-0.3,4.3,-0.26239,0.06967,6.9252,-0.60375,0.23897,1.26904,-0.088187,223.4585989,86.55792262,-0.185017391,-0.098572,-0.125411,-0.33776,0.02829,7.5392,-0.385607,0.172948,0.408198,-0.088746
molecule_1147,Train,F[B-](F)(F)C1=COC=C1,acetonitrile,C-B,6.83,-4.7,-4.7,-3.3,-0.3,4.3,-0.26717,0.06881,6.5553,-0.6089,0.23471,1.30478,-0.088086,207.8463993,77.63365528,-0.21462298,-0.181619,-0.025555,-0.34249,0.02327,7.6033,-0.397249,0.173527,0.402999,-0.092444
molecule_1148,Train,F[B-](F)(F)C1=C(OC)C=CS1,acetonitrile,C-B,7.32,-4.7,-4.7,-3.3,-0.3,4.3,-0.24986,0.0427,6.3948,-0.64842,0.25233,1.31896,-0.084692,206.1414787,77.09072634,-0.179450331,-0.048048,-0.108599,-0.3151,0.00027,8.3827,-0.407771,0.183407,0.443471,-0.091907
molecule_1149,Train,COC1=CSC=C1,acetonitrile,C-Pi,3.06,-4.7,-4.7,-3.3,-0.3,4.3,-0.27503,0.02314,1.2905,-0.56601,0.26681,0.38659,-0.004954,213.2159794,74.93398838,-0.244708604,-0.059752,-0.07834,-0.32415,-0.01262,1.7787,-0.488953,0.210142,0.307402,-0.005806
molecule_115,Train,[S-]CC([O-])=O,water,S-Nucleophile,22.62,-17.1,-8.8,5.6,0.1,0.6,-0.17888,0.1471,2.5601,-0.87683,0.19592,0.82847,-0.342017,39.90467313,59.85700969,-0.707146325,-0.708416,-0.839188,-0.31909,0.04391,4.4785,-1.072439,0.162016,0.76293,-0.356754
molecule_1150,Train,C/N=C/C1=CC=CC=C1,dichloromethane,N-SP2,8.6,-0.7,-6.5,-1.3,1.3,2,-0.29763,-0.01488,1.5519,-0.49367,0.24615,0.12462,-0.004287,245.9771852,129.6422871,-0.283864666,-0.287479,-0.187122,-0.3514,-0.01426,2.1299,-0.356585,0.171118,-0.00652,-0.003448
molecule_1151,Train,C1(/C=N/CC2=CC=CC=C2)=CC=CC=C1,dichloromethane,N-SP2,7.9,-0.7,-6.5,-1.3,1.3,2,-0.29637,-0.01952,1.9329,-0.50484,0.24644,0.14331,-0.005742,239.1260171,131.3110496,-0.091711158,-0.035011,-0.174703,-0.35193,-0.01504,2.0414,-0.332432,0.170848,0.013006,-0.003696
molecule_1152,Train,C/C(C)=N/C1=CC=CC=C1,dichloromethane,N-SP2,9.53,-0.7,-6.5,-1.3,1.3,2,-0.27529,0.01473,2.7958,-0.70903,0.24847,0.35374,-0.004849,233.4129312,98.52364503,-0.1324542,-0.134959,-0.190103,-0.33449,0.00548,3.6331,-0.593775,0.194747,0.389556,-0.008681
molecule_1153,Train,C/C(C)=N/CC1=CC=CC=C1,dichloromethane,N-SP2,11.13,-0.7,-6.5,-1.3,1.3,2,-0.2982,0.02291,2.495,-0.71785,0.24763,0.33588,-0.007429,189.6531504,96.32870464,-0.195785837,-0.198913,-0.211796,-0.35229,0.0056,3.0157,-0.584206,0.190997,0.348934,-0.005432
molecule_1154,Train,C1(/CCCCC1)=N\C2=CC=CC=C2,dichloromethane,N-SP2,8.8,-0.7,-6.5,-1.3,1.3,2,-0.2735,0.01526,2.9975,-0.51861,0.24825,0.36129,-0.005019,233.3721189,98.33169962,-0.134712351,-0.137221,-0.187623,-0.33392,0.00481,3.6654,-0.466734,0.17242,0.323825,-0.006862
molecule_116,Train,CC(OC([CH-]1)=O)(C)OC1=O,dimethylsulfoxide,C-Anion,13.91,-7.2,4,-4,2.6,0.6,-0.23571,0.07199,7.5932,-0.73551,0.23449,0.79791,-0.087771,53.4246858,80.1370287,-0.258834063,-0.259554,-0.217151,-0.35019,0.02006,8.2356,-0.893725,0.226295,0.795243,-0.096154
molecule_1164,Train,[O-]/C(C1=[N+](C2=C(C)C=C(C)C=C2C)C=CN1C3=C(C)C=C(C)C=C3C)=C(C4=CC=CC=C4)/C,dimethylsulfoxide,C-Anion,14.4,-7.2,4,-4,2.6,0.6,-0.21375,-0.0049,12.2028,-0.78392,0.26937,0.52259,-0.025083,234.2661989,130.5142063,-0.152795294,-0.132908,-0.083056,-0.28833,-0.01676,12.6453,-0.728175,0.216415,0.509325,-0.029668
molecule_117,Test,CC(CC([CH-]1)=O)(C)CC1=O,dimethylsulfoxide,C-Anion,16.27,-7.2,4,-4,2.6,0.6,-0.22156,0.05981,9.2103,-0.75168,0.23537,0.51235,-0.08602,223.1906963,76.54685987,-0.230105451,-0.231072,-0.195455,-0.32542,0.03476,11.478,-0.853165,0.192061,0.68456,-0.09907
molecule_1170,Train,[H]/C([H])=N\N(C)C,dichloromethane,N-SP3,19.31,-0.7,-6.5,-1.3,1.3,2,-0.26567,0.05693,2.4159,-0.43877,0.23071,-0.21452,-0.003641,200.3185717,81.58215644,-0.205887101,-0.199771,-0.060949,-0.33176,0.02558,2.9427,-0.38505,0.179698,-0.143638,-0.006387
molecule_1171,Train,[H]/C([H])=N/N1CCCC1,dichloromethane,C-Pi,7.84,-0.7,-6.5,-1.3,1.3,2,-0.25551,0.05873,2.8837,-0.44556,0.23804,-0.19803,-0.003944,182.0999675,124.9971634,-0.207785066,-0.017456,-0.057128,-0.33523,0.02481,3.1028,-0.292295,0.181377,-0.118191,-0.006313
molecule_1173,Train,O=C([CH-][N+]1=CC=CC=C1)OCC,dimethylsulfoxide,C-Anion,26.71,-7.2,4,-4,2.6,0.6,-0.23216,-0.02835,5.4392,-0.74229,0.26867,0.7713,-0.010335,231.4128652,96.84434356,-0.199708555,-0.198092,-0.090741,-0.32176,-0.03167,5.7812,-0.693002,0.22883,0.72514,-0.013867
molecule_1174,Train,O=C([CH-][N+]1=CC=CC=C1)N(CC)CC,dimethylsulfoxide,C-Anion,27.45,-7.2,4,-4,2.6,0.6,-0.2216,-0.02305,5.2985,-0.77461,0.27133,0.65426,-0.010417,229.5605008,98.35587276,-0.18289434,-0.181936,-0.091054,-0.30782,-0.02427,5.529,-0.738327,0.234747,0.686394,-0.013941
molecule_1175,Train,N#C[CH-][N+]1=CC=CC=C1,dimethylsulfoxide,C-Anion,25.94,-7.2,4,-4,2.6,0.6,-0.22971,-0.02932,8.7051,-0.46724,0.26004,0.25022,-0.012333,218.356228,90.59210414,-0.189591563,-0.188469,-0.070643,-0.31236,-0.0282,8.9561,-0.59552,0.229098,0.394381,-0.012372
molecule_1176,Train,O=C(C)[CH-][N+]1=CC=CC=C1,dimethylsulfoxide,C-Anion,20.24,-7.2,4,-4,2.6,0.6,-0.23514,-0.03272,7.2732,-0.74837,0.27374,0.45572,-0.011001,207.2495799,96.92563683,-0.197061736,-0.196033,-0.092081,-0.31704,-0.02961,6.7306,-0.707299,0.23494,0.663991,-0.012865
molecule_1177,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=CC=C2,dimethylsulfoxide,C-Anion,19.46,-7.2,4,-4,2.6,0.6,-0.23786,-0.04073,7.869,-0.74117,0.27494,0.44324,-0.013077,247.1909076,96.52322771,-0.188957068,-0.187971,-0.084756,-0.32006,-0.03381,7.3042,-0.682295,0.235576,0.601098,-0.014938
molecule_1178,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=C(N(C)C)C=C2,dimethylsulfoxide,C-Anion,21.61,-7.2,4,-4,2.6,0.6,-0.21785,-0.01815,13.6628,-0.78719,0.27692,0.41233,-0.019809,234.1297855,102.9999454,-0.188988802,-0.188028,-0.107038,-0.29799,-0.02567,12.0375,-0.731435,0.228755,0.572711,-0.019577
molecule_1179,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=CC(Cl)=C2,dimethylsulfoxide,C-Anion,17.98,-7.2,4,-4,2.6,0.6,-0.24259,-0.04822,5.525,-0.72865,0.2784,0.45125,-0.011948,220.9112114,102.9711029,-0.184647121,-0.183644,-0.078031,-0.32448,-0.04168,4.6177,-0.661252,0.241242,0.608349,-0.012655
molecule_118,Train,CC([CH-]C(C)=O)=O,dimethylsulfoxide,C-Anion,17.64,-7.2,4,-4,2.6,0.6,-0.22137,0.05512,6.3016,-0.74282,0.2213,0.50654,-0.09313,219.3757412,92.43489005,-0.246237821,-0.247556,-0.216455,-0.32645,0.03723,8.6127,-0.864611,0.194738,0.710778,-0.106089
molecule_1180,Train,O=C(C1=CC=CC=C1)[CH-][N+]2=C(C=CC=C3)C3=CC=C2,dimethylsulfoxide,C-Anion,19.38,-7.2,4,-4,2.6,0.6,-0.23544,-0.05949,8.4809,-0.73424,0.27385,0.44736,-0.011055,226.4112399,109.9198095,-0.17502707,-0.17411,-0.081357,-0.31515,-0.04861,8.0836,-0.677982,0.236887,0.598442,-0.013737
molecule_1181,Test,O=C(C1=CC=CC=C1)[CH-][N+]2=CC=C(C=CC=C3)C3=C2,dimethylsulfoxide,C-Anion,20.08,-7.2,4,-4,2.6,0.6,-0.23576,-0.05157,7.9547,-0.73765,0.27498,0.4434,-0.01418,247.8386992,97.52316375,-0.181676987,-0.180711,-0.084399,-0.31666,-0.04674,7.6614,-0.679157,0.239768,0.597687,-0.015548
molecule_1182,Train,C=C([Si](C)(C)C)C,dichloromethane,C-Pi,-1.46,-0.7,-6.5,-1.3,1.3,2,-0.30885,0.0433,0.4878,-1.178,0.25021,1.77355,-0.001697,120.4883831,93.62073254,-0.237209361,-0.240316,-0.096311,-0.35608,0.02899,0.6937,-0.672898,0.179889,0.533422,-0.004723
molecule_1183,Train,C=C([Si](C)([Si](C)(C)C)C)C,dichloromethane,C-Pi,-0.26,-0.7,-6.5,-1.3,1.3,2,-0.29146,0.04017,0.3901,-1.1525,0.24621,1.27672,-0.005577,235.4501118,105.4723881,-0.123108618,-0.034291,-0.09526,-0.28873,0.01742,1.1805,-0.713539,0.181076,0.535327,-0.003219
molecule_1184,Train,C=C([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)C,dichloromethane,C-Pi,-0.31,-0.7,-6.5,-1.3,1.3,2,-0.26957,0.0361,0.5178,-1.15829,0.24746,1.35463,-0.002477,209.5350275,129.019517,-0.09324362,-0.094634,-0.100383,-0.269,0.00675,2.6821,-0.709659,0.181087,0.486996,-0.004622
molecule_1185,Train,C=C([Si](C)(C)C)C1=CC=CC=C1,dichloromethane,C-Pi,-1.13,-0.7,-6.5,-1.3,1.3,2,-0.28516,-0.0017,0.4695,-1.17457,0.25085,1.77171,-0.003047,128.5479731,100.8691301,-0.132316082,-0.133791,-0.081135,-0.33455,0.01282,1.4177,-0.668114,0.182208,0.552148,-0.001503
molecule_1186,Train,C=C([Si](C)([Si](C)(C)C)C)C1=CC=CC=C1,dichloromethane,C-Pi,0.61,-0.7,-6.5,-1.3,1.3,2,-0.27953,-0.00178,0.4936,-1.15433,0.2489,1.28803,-0.004344,190.8418265,99.85691516,-0.095696945,-0.097048,-0.080295,-0.28851,0.00812,1.5975,-0.711726,0.184652,0.542711,-0.004757
molecule_1187,Test,C[Si](/C=C/C1=CC=CC=C1)(C)C,dichloromethane,C-Pi,-0.43,-0.7,-6.5,-1.3,1.3,2,-0.27954,-0.01473,0.0694,-1.18075,0.25092,1.76245,-0.003764,222.3475608,96.63473675,-0.13547016,-0.070935,-0.036143,-0.3368,-0.00405,0.1455,-0.67153,0.179371,0.550281,-0.003975
molecule_1188,Train,C=C(C1=CC=CC=C1)C[Si](C)(C)C,dichloromethane,C-Pi,5.38,-0.7,-6.5,-1.3,1.3,2,-0.28131,-0.00089,0.5712,-1.17562,0.26487,1.78533,-0.00382,231.3091507,94.53773549,-0.162816518,-0.165208,-0.100139,-0.33264,0.00705,1.9763,-0.665311,0.183937,0.57099,-0.003639
molecule_1189,Train,C=C([Si](C)(C)C)C1=CC=C(C)C=C1,dichloromethane,C-Pi,-0.65,-0.7,-6.5,-1.3,1.3,2,-0.27682,3.00E-05,0.3846,-1.17404,0.2505,1.77139,-0.003313,127.2309617,98.91589404,-0.116848802,-0.118107,-0.083036,-0.32533,0.01292,0.6491,-0.667906,0.182307,0.54665,-0.004499
molecule_119,Train,CC([CH-]C(OCC)=O)=O,dimethylsulfoxide,C-Anion,18.82,-7.2,4,-4,2.6,0.6,-0.22195,0.06892,7.9311,-0.75835,0.22315,0.80883,-0.090932,160.1048392,91.59270549,-0.257743472,-0.25844,-0.219131,-0.33139,0.03634,8.1528,-0.860907,0.208287,0.775618,-0.104996
molecule_1190,Train,CCC#CN(CC1=CC=CC=C1)S(C2=CC=C(C)C=C2)(=O)=O,dichloromethane,C-Pi,5.16,-0.7,-6.5,-1.3,1.3,2,-0.28517,-0.0167,6.0145,-0.96172,0.26466,2.32742,-0.011933,210.8999011,103.7670968,-0.172224124,-0.171724,-0.066783,-0.33776,-0.02167,7.3699,-0.969627,0.188873,2.524821,-0.016667
molecule_1191,Train,CC(C=C1)=CC=C1S(N(CC2=CC=CC=C2)C#CC3=CC=CC=C3OC)(=O)=O,dichloromethane,C-Pi,4.4,-0.7,-6.5,-1.3,1.3,2,-0.26128,-0.01584,6.8468,-0.95372,0.26912,2.33549,-0.014567,227.3271494,115.5204748,-0.098488243,-0.097133,-0.062763,-0.31583,-0.02344,8.1363,-0.964372,0.189306,2.536423,-0.019295
molecule_1192,Train,CC(C=C1)=CC=C1S(N(CC2=CC=CC=C2)C#CC3=CC=CC=C3)(=O)=O,dichloromethane,C-Pi,3.85,-0.7,-6.5,-1.3,1.3,2,-0.27654,-0.01858,5.773,-0.95578,0.26652,2.32511,-0.012786,238.4476544,115.4487284,-0.125313124,-0.124893,-0.067188,-0.32241,-0.02446,7.0094,-0.960537,0.189363,2.539901,-0.016692
molecule_1193,Test,O=C1N(C#CC2=CC=CC=C2)CCC1,dichloromethane,C-Pi,3.12,-0.7,-6.5,-1.3,1.3,2,-0.26672,-0.00776,4.8251,-0.63115,0.25895,0.77572,-0.010127,185.5212489,116.2055373,-0.114017512,-0.113931,-0.067047,-0.32467,-0.01588,5.7701,-0.567204,0.196024,0.630617,-0.011804
molecule_1199,Train,FC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H](CCC3)N3C4=CC=NC=C4,dichloromethane,N-SP2,14.57,-0.7,-6.5,-1.3,1.3,2,-0.26354,0.00755,5.1938,-0.564,0.25031,0.40757,-0.010377,125.6451483,68.99846139,-0.144140206,-0.09835,-0.225179,-0.32205,-0.00435,5.6581,-0.463279,0.188171,0.364608,-0.011812
molecule_120,Train,N#C[CH-]C#N,dimethylsulfoxide,C-Anion,19.36,-7.2,4,-4,2.6,0.6,-0.21693,0.08678,2.5207,-0.76129,0.25541,0.30875,-0.086303,207.6193797,69.21906412,-0.274351145,-0.275931,-0.219967,-0.30812,0.06052,2.592,-0.758628,0.217397,0.338751,-0.088589
molecule_1209,Train,O=C1[C-](CC2=CC=C(N(C)C)C=C2)C(OC(C)(C)O1)=O,acetonitrile,C-Anion,7.15,-4.7,-4.7,-3.3,-0.3,4.3,-0.21987,0.03391,13.2365,-0.74594,0.2362,0.81329,-0.086415,201.7804747,90.95394688,-0.199327083,-0.199372,-0.145958,-0.30548,0.00846,13.4925,-0.697296,0.191424,0.767955,-0.0962
molecule_121,Train,[H][C-](C(OCC)=O)C#N,dimethylsulfoxide,C-Anion,19.62,-7.2,4,-4,2.6,0.6,-0.22012,0.09797,11.0716,-0.76727,0.23869,0.79753,-0.089152,61.07958789,91.61938184,-0.267937248,-0.2687,-0.217957,-0.32361,0.04521,11.6099,-0.792985,0.219035,0.756041,-0.096868
molecule_1211,Train,O=C1[C-](CC2=CC=C(OC)C=C2)C(OC(C)(C)O1)=O,acetonitrile,C-Anion,6.21,-4.7,-4.7,-3.3,-0.3,4.3,-0.22401,0.02835,9.7905,-0.74099,0.24146,0.8136,-0.08316,202.3286078,92.0760717,-0.202207397,-0.202046,-0.145978,-0.32467,0.00164,10.6415,-0.699329,0.192024,0.768017,-0.093465
molecule_1212,Train,O=C1[C-](CC2=CC=CC=C2)C(OC(C)(C)O1)=O,acetonitrile,C-Anion,5.51,-4.7,-4.7,-3.3,-0.3,4.3,-0.22501,0.0311,6.3533,-0.73969,0.23545,0.81244,-0.082315,234.7213505,87.71022886,-0.202938276,-0.203057,-0.145649,-0.33153,0.00971,7.2814,-0.694393,0.192297,0.76744,-0.091191
molecule_1214,Train,O=C1[C-](CC2=CC=C(C#N)C=C2)C(OC(C)(C)O1)=O,dimethylsulfoxide,C-Anion,13.79,-7.2,4,-4,2.6,0.6,-0.2296,-0.01174,2.9936,-0.73785,0.24957,0.81408,-0.076362,234.777631,88.20497175,-0.202554603,-0.202497,-0.144589,-0.33586,-0.02199,4.0751,-0.697236,0.192608,0.767393,-0.087387
molecule_1215,Train,O=C1[C-](CC2=CC=C([N+]([O-])=O)C=C2)C(OC(C)(C)O1)=O,dimethylsulfoxide,C-Anion,12.02,-7.2,4,-4,2.6,0.6,-0.2306,-0.0467,3.9301,-0.74043,0.26455,0.81591,-0.073318,233.4313432,87.65774176,-0.202137045,-0.202012,-0.143607,-0.33798,-0.05357,3.6242,-0.69806,0.194287,0.863227,-0.086666
molecule_122,Train,[H][C-](C(OCC)=O)C(OCC)=O,dimethylsulfoxide,C-Anion,20.22,-7.2,4,-4,2.6,0.6,-0.22334,0.08309,4.9033,-0.7516,0.22287,0.7998,-0.089745,153.2394555,92.11120368,-0.269663846,-0.269747,-0.222116,-0.33735,0.03394,6.0596,-0.85078,0.220722,0.773011,-0.104182
molecule_1225,Train,CC1=CC([H])([H])C(C)=CC1,dichloromethane,H-Donor,1.88,-0.7,-6.5,-1.3,1.3,2,-0.2783,0.0594,0.0003,-0.64704,0.24007,-0.02683,-0.002034,183.8873917,65.21170374,-0.097178762,-0.063268,0.038412,-0.33037,0.04839,0.0003,-0.514279,0.168515,0.099821,-0.003131
molecule_1226,Train,CC1=CC(C)([H])C=C(C)C1,dichloromethane,H-Donor,4.95,-0.7,-6.5,-1.3,1.3,2,-0.27995,0.05835,0.6172,-0.64658,0.24475,-0.01969,-0.002192,165.2054635,51.63606135,-0.088906024,-0.062457,0.035981,-0.33329,0.04878,1.514,-0.517649,0.169436,0.123097,-0.004862
molecule_1227,Train,CC1=C(C)C([H])([H])C(C)=C(C)C1,dichloromethane,H-Donor,4.27,-0.7,-6.5,-1.3,1.3,2,-0.26953,0.06636,0.0001,-0.64916,0.2357,-0.02962,-0.002414,149.1215772,65.4882948,-0.077564085,-0.056307,0.034617,-0.31966,0.05257,0.0001,-0.48682,0.161383,-0.001426,-0.003009
molecule_1228,Train,[H]C(C1=CC=C(OC)C=C1)([H])C2=CC=C(OC)C=C2,dichloromethane,H-Donor,-2.11,-0.7,-6.5,-1.3,1.3,2,-0.26622,0.01474,1.1847,-0.56946,0.24446,0.33305,-0.007481,184.1635616,70.37951817,-0.059510661,-0.027621,0.040387,-0.32468,-0.00041,0.3045,-0.40443,0.178315,0.305262,-0.009745
molecule_1229,Train,N1(/C=C/C2=CC=CC=C2)CCCC1,dichloromethane,C-Pi,12.26,-0.7,-6.5,-1.3,1.3,2,-0.22414,0.01102,4.6243,-0.51114,0.23921,0.08038,-0.00558,237.1998033,98.67637483,-0.128177501,-0.128745,-0.110553,-0.30404,-0.00126,3.6057,-0.413688,0.173473,0.140811,-0.007468
